	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	FLUX
RCC0112_I	r	RCC0112_I	RCC0112	2.3.1.21	[c] : crn_I + tmndnccoa_I --> coa_I + tmndnccrn_I	C00318_I + C16165_I --> C00010_I + CC0104_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0113_I	r	RCC0113_I	RCC0113	2.3.1.21	[c] : crn_I + eicostetcoa_I --> coa_I + eicostetcrn_I	C00318_I + C16164_I --> C00010_I + CC0105_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0114_I	r	RCC0114_I	RCC0114	2.3.1.21	[c] : crn_I + arachdcoa_I --> coa_I + arachdcrn_I	C00318_I + C02249_I --> C00010_I + CC0106_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0115_I	r	RCC0115_I	RCC0115	2.3.1.21	[c] : crn_I + tdcoa_I --> coa_I + ttdcrn_I	C00318_I + C02593_I --> C00010_I + CC0061_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.00607889103205
RCC0116_I	r	RCC0116_I	RCC0116	2.3.1.21	[c] : crn_I + stcoa_I --> coa_I + stcrn_I	C00318_I + C00412_I --> C00010_I + CC0108_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0117_I	r	RCC0117_I	RCC0117	2.3.1.21	[c] : crn_I + fa16p1n7coa_I --> coa_I + fa16p1n7crn_I	C00318_I + CC0067_I --> C00010_I + CC0109_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0118_I	r	RCC0118_I	RCC0118	2.3.1.21	[c] : crn_I + fa11c3coa_I --> coa_I + fa11c3crn_I	C00318_I + CC0097_I --> C00010_I + CC0110_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0119_I	r	RCC0119_I	RCC0119	2.3.1.21	[c] : crn_I + fa17c9coa_I --> coa_I + fa17c9crn_I	C00318_I + CC0098_I --> C00010_I + CC0111_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0120_I	r	RCC0120_I	RCC0120	2.3.1.21	[c] : crn_I + fa19c11coa_I --> coa_I + fa19c11crn_I	C00318_I + CC0099_I --> C00010_I + CC0112_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0121_I	r	RCC0121_I	RCC0121	2.3.1.21	[c] : crn_I + fa15p0isocoa_I --> coa_I + fa15p0isocrn_I	C00318_I + CC0094_I --> C00010_I + CC0113_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	-0.0
RCC0122_I	r	RCC0122_I	RCC0122	2.3.1.21	[c] : crn_I + fa17p0isocoa_I --> coa_I + fa17p0isocrn_I	C00318_I + CC0095_I --> C00010_I + CC0114_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0123_I	r	RCC0123_I	RCC0123	2.3.1.21	[c] : crn_I + fa9p0isocoa_I --> coa_I + fa9p0isocrn_I	C00318_I + CC0096_I --> C00010_I + CC0115_I	cpt-1_I | cpt-3_I | cpt-4_I | cpt-5_I | cpt-6_I	Carnitine shuttle	0.0
RCC0124_I	r	RCC0124_I	R10825;R10826;R10827;R10828	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	[c] : (9) h_I + (3) malcoa_I + (6) nadph_I + stcoa_I --> (3) co2_I + (3) coa_I + (3) h2o_I + (6) nadp_I + lgnccoa_I	(9) C00080_I + (3) C00083_I + (6) C00005_I + C00412_I --> (3) C00011_I + (3) C00010_I + (3) C00001_I + (6) C00006_I + CC0116_I	elo-1_I & let-767_I & hpo-8_I & art-1_I	Fatty acid elongation	0.00287358588794
RCC0125_I	r	RCC0125_I	R00388;R02685;R01778;R00391	1.3.3.6;4.2.1.17;1.1.1.211;1.1.1.35;2.3.1.16	[x] : (3) coa_I + (3) h2o_I + (3) nad_I + (3) o2_I + lgnccoa_I --> (3) accoa_I + (3) h_I + (3) h2o2_I + (3) nadh_I + stcoa_I	(3) C00010_I + (3) C00001_I + (3) C00003_I + (3) C00007_I + CC0116_I --> (3) C00024_I + (3) C00080_I + (3) C00027_I + (3) C00004_I + C00412_I	(acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I) & (dhs-28_I | maoc-1_I) & daf-22_I	Peroxisomal fatty acid beta oxidation	-0.0
RCC0126_I	r	RCC0126_I	R00388;R02685;R01778;R00391	1.3.3.6;4.2.1.17;1.1.1.211;1.1.1.35;2.3.1.16	[x] : coa_I + h2o_I + nad_I + o2_I + stcoa_I --> accoa_I + h_I + h2o2_I + nadh_I + pmtcoa_I	C00010_I + C00001_I + C00003_I + C00007_I + C00412_I --> C00024_I + C00080_I + C00027_I + C00004_I + C00154_I	(acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I) & (dhs-28_I | maoc-1_I) & daf-22_I	Peroxisomal fatty acid beta oxidation	-0.0
RCC0127_I	r	RCC0127_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal6_I --> amp_I + ppi_I + Rtotal6coa_I	C00002_I + C00010_I + CC0133_I --> C00020_I + C00013_I + CC0123_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.0
RCC0128_I	r	RCC0128_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal_I --> amp_I + ppi_I + Rtotalcoa_I	C00002_I + C00010_I + C00162_I --> C00020_I + C00013_I + C00040_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0129_I	r	RCC0129_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal3_I --> amp_I + ppi_I + Rtotal3coa_I	C00002_I + C00010_I + CC0087_I --> C00020_I + C00013_I + CC0003_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0130_I	r	RCC0130_I	R00390	6.2.1.3	[c] : atp_I + coa_I + vacc_I --> amp_I + ppi_I + vacccoa_I	C00002_I + C00010_I + CC0135_I --> C00020_I + C00013_I + CC0068_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.0431003651835
RCC0131_I	r	RCC0131_I	RCC0131	4.2.3.3	[c] : g3p_I --> mthgxl_I + pi_I	C00118_I --> C00546_I + C00009_I	Unknown	Pyruvate metabolism	-0.0
RCC0134_I	r	RCC0134_I	RCC0134	3.1.2.4	3hbcoa_I + h2o_I --> S3hb_I + coa_I + h_I	C01144_I + C00001_I --> C03197_I + C00010_I + C00080_I	hach-1_I	Butanoate metabolism (indirect)	-0.0
RCC0136_I	r	RCC0136_I	RCC0136	NA	asn-L_I --> Asn-X-Ser/Thr_I	C00152_I --> C03021_I	NA	N-Glycan biosynthesis	0.0
RCC0137_I	r	RCC0137_I	RCC0137	NA	glc-D_I <==> glc-D-A_I	C00031_I <==> C00267_I	NA	Artificial conversions	-0.0808191550819
RCC0138_I	r	RCC0138_I	RCC0138	NA	glc-D_I <==> glc-D-B_I	C00031_I <==> C00221_I	NA	Artificial conversions	-0.0146373224283
RCC0139_I	r	RCC0139_I	RCC0139	2.7.7.13	[c] : gtp_I + h_I + g1p_I <==> gdpg_I + ppi_I	C00044_I + C00080_I + C00103_I <==> C00394_I + C00013_I	tag-335_I | Y47D9A.1_I	Fructose and mannose metabolism	0.0
RCC0140_I	r	RCC0140_I	R04044	1.14.16.5	ak2lgchol_I + thbpt_I + o2_I --> hak2lgchol_I + dhbpt_I + h2o_I	C04317_I + C00272_I + C00007_I --> CC0139_I + C00268_I + C00001_I	agmo-1_I	Degradation of alkylacylglycerolipids	0.01
RCC0141_I	r	RCC0141_I	RCC0141	spontaneous	hak2lgchol_I --> g3pc_I + fattyald_I	CC0139_I --> C00670_I + C00071_I	NA	Degradation of alkylacylglycerolipids	0.01
RCC0142_I	r	RCC0142_I	R07460;R09395	2.8.1.7;2.7.7.80;2.8.1.11;2.8.1.12	cpmp_I + (2) cys-L_I + (2) trdrd_I + (2) atp_I + h2o_I --> molybd_I + (2) ala-L_I + (2) trdox_I + (2) amp_I + (2) ppi_I + (4) h_I	C18239_I + (2) C00097_I + (2) C00342_I + (2) C00002_I + C00001_I --> C05924_I + (2) C00041_I + (2) C00343_I + (2) C00020_I + (2) C00013_I + (4) C00080_I	B0205.6_I & moc-3_I & (T27A3.6_I & K10D2.7_I)	Molybdenum cofactor biosynthesis	-0.0
RCC0143_I	r	RCC0143_I	R09726;R09735	2.7.7.75;2.10.1.1	atp_I + molybd_I + mobd_I + (2) h_I --> moco_I + amp_I + h2o_I + ppi_I	C00002_I + C05924_I + C06232_I + (2) C00080_I --> C18237_I + C00020_I + C00001_I + C00013_I	lin-46_I | moc-1_I | moc-2_I	Molybdenum cofactor biosynthesis	0.0
RCC0144_I	r	RCC0144_I	RCC0144	Unknown	[c] : retinol_I <==> retinol-9-cis_I	C00473_I <==> C16682_I	Unknown	Retinol metabolism	0.0
RCC0145_I	r	RCC0145_I	R05188	2.3.1.85	[c] : accoa_I + (17) h_I + (6) malcoa_I + (12) nadph_I --> (6) co2_I + (7) coa_I + (5) h2o_I + (12) nadp_I + ttdca_I	C00024_I + (17) C00080_I + (6) C00083_I + (12) C00005_I --> (6) C00011_I + (7) C00010_I + (5) C00001_I + (12) C00006_I + C06424_I	fasn-1_I	Fatty acid biosynthesis	-0.0
RCC0147_I	r	RCC0147_I	R00390	6.2.1.3	[c] : atp_I + coa_I + fa16p1n7_I --> amp_I + ppi_I + fa16p1n7coa_I	C00002_I + C00010_I + CC0077_I --> C00020_I + C00013_I + CC0067_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.0123083605274
RCC0148_I	r	RCC0148_I	R00390	6.2.1.3	[c] : atp_I + coa_I + fa17c9_I --> amp_I + ppi_I + fa17c9coa_I	C00002_I + C00010_I + CC0078_I --> C00020_I + C00013_I + CC0098_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.0909704895536
RCC0149_I	r	RCC0149_I	R00390	6.2.1.3	[c] : atp_I + coa_I + fa19c11_I --> amp_I + ppi_I + fa19c11coa_I	C00002_I + C00010_I + CC0079_I --> C00020_I + C00013_I + CC0099_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.0192639501311
RCC0150_I	r	RCC0150_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal2_I --> amp_I + ppi_I + Rtotal2coa_I	C00002_I + C00010_I + CC0001_I --> C00020_I + C00013_I + CC0002_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0151_I	r	RCC0151_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal4_I --> amp_I + ppi_I + Rtotal4coa_I	C00002_I + C00010_I + CC0083_I --> C00020_I + C00013_I + CC0084_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0152_I	r	RCC0152_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal5_I --> amp_I + ppi_I + Rtotal5coa_I	C00002_I + C00010_I + CC0085_I --> C00020_I + C00013_I + CC0086_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0153_I	r	RCC0153_I	RCC0153	2.3.1.7	[x] : crn_I + ppcoa_I --> coa_I + pcrn_I	C00318_I + C00100_I --> C00010_I + CC0140_I	B0395.3_I	Propanoate metabolism	0.0
RCC0156_I	r	RCC0156_I	RCC0156	1.14.17.-	tym_I + ascb-L_I + o2_I --> octpmn_I + dhdascb_I + h2o_I	C00483_I + C00072_I + C00007_I --> C04227_I + C05422_I + C00001_I	tbh-1_I	Miscellaneous	-0.0
RCC0157_I	r	RCC0157_I	R04285;R01813	1.1.1.153	[c] : 6pthp_I + (2) h_I + (2) nadph_I --> (2) nadp_I + thbpt_I	C03684_I + (2) C00080_I + (2) C00005_I --> (2) C00006_I + C00272_I	Unknown	Folate biosynthesis	-0.0
RCC0159_I	r	RCC0159_I	RCC0159	NA	pepX_I + lys-L_I --> peplys_I + h2o_I	CC0152_I + C00047_I --> C02188_I + C00001_I	NA	Carnitine biosynthesis	0.0
RCC0162_I	r	RCC0162_I	RCC0162	Unknown	[c] : cys-L_I + mercplac_I + nad_I --> h_I + mercplaccys_I + nadh_I	C00097_I + C05823_I + C00003_I --> C00080_I + CC0141_I + C00004_I	Unknown	Cysteine and methionine metabolism	0.0
RCC0163_I	r	RCC0163_I	RCC0163	NA	ac_adprib_I + h2o_I <==> adprib_I + ac_I + h_I	C20658_I + C00001_I <==> C00301_I + C00033_I + C00080_I	Unknown	Protein modification	-0.246381595791
RCC0165_I	r	RCC0165_I	R00388	1.3.3.6	[x] : o2_I + pmtcoa_I --> h2o2_I + hdd2coa_I	C00007_I + C00154_I --> C00027_I + C05272_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0166_I	r	RCC0166_I	R00388	1.3.3.6	[x] : o2_I + tdcoa_I --> h2o2_I + td2coa_I	C00007_I + C02593_I --> C00027_I + C05273_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0167_I	r	RCC0167_I	R00388	1.3.3.6	[x] : o2_I + ddcacoa_I --> h2o2_I + dd2coa_I	C00007_I + C01832_I --> C00027_I + C03221_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0168_I	r	RCC0168_I	R00388	1.3.3.6	[x] : o2_I + dcacoa_I --> h2o2_I + dc2coa_I	C00007_I + C05274_I --> C00027_I + C05275_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0170_I	r	RCC0170_I	RCC0170	NA	[r]: (2.0) gtp_I + (0.324) atp_I + (2.324) h2o_I + (0.072072) alatrna_I + (0.048116) argtrna_I + (0.033015) asntrna_I + (0.049284) asptrna_I + (0.027047) cystrna_I + (0.049537) glutrna_I + (0.046288) glntrna_I + (0.195952) glytrna_I + (0.014203) histrna_I + (0.027694) iletrna_I + (0.033232) leutrna_I + (0.036365) lystrna_I + (0.017249) mettrna_I + (0.017276) phetrna_I + (0.167533) protrna_I + (0.051072) sertrna_I + (0.042924) thrtrna_I + (0.004785) trptrna_I + (0.022921) tyrtrna_I + (0.043435) valtrna_I --> (0.921682) pcollg_rest_I + (0.006239) pcollglys_I + (0.072079) pcollgpro_I + (2.0) gdp_I + (0.324) adp_I + (3.324) h_I + (2.324) pi_I + (0.072072) trnaala_I + (0.048116) trnaarg_I + (0.033015) trnaasn_I + (0.049284) trnaasp_I + (0.027047) trnacys_I + (0.049537) trnaglu_I + (0.046288) trnagln_I + (0.195952) trnagly_I + (0.014203) trnahis_I + (0.027694) trnaile_I + (0.033232) trnaleu_I + (0.036365) trnalys_I + (0.017249) trnamet_I + (0.017276) trnaphe_I + (0.167533) trnapro_I + (0.051072) trnaser_I + (0.042924) trnathr_I + (0.004785) trnatrp_I + (0.022921) trnatyr_I + (0.043435) trnaval_I	(2.0) C00044_I + (0.324) C00002_I + (2.324) C00001_I + (0.072072) C00886_I + (0.048116) C02163_I + (0.033015) C03402_I + (0.049284) C02984_I + (0.027047) C03125_I + (0.049537) C02987_I + (0.046288) C02282_I + (0.195952) C02412_I + (0.014203) C02988_I + (0.027694) C03127_I + (0.033232) C02047_I + (0.036365) C01931_I + (0.017249) C02430_I + (0.017276) C03511_I + (0.167533) C02702_I + (0.051072) C02553_I + (0.042924) C02992_I + (0.004785) C03512_I + (0.022921) C02839_I + (0.043435) C02554_I --> (0.921682) CC0144_I + (0.006239) CC0143_I + (0.072079) C01078_I + (2.0) C00035_I + (0.324) C00008_I + (3.324) C00080_I + (2.324) C00009_I + (0.072072) C01635_I + (0.048116) C01636_I + (0.033015) C01637_I + (0.049284) C01638_I + (0.027047) C01639_I + (0.049537) C01641_I + (0.046288) C01640_I + (0.195952) C01642_I + (0.014203) C01643_I + (0.027694) C01644_I + (0.033232) C01645_I + (0.036365) C01646_I + (0.017249) C01647_I + (0.017276) C01648_I + (0.167533) C01649_I + (0.051072) C01650_I + (0.042924) C01651_I + (0.004785) C01652_I + (0.022921) C00787_I + (0.043435) C01653_I	NA	Collagen biosynthesis	0.0
RCC0171_I	r	RCC0171_I	RCC0171	NA	[r]: (0.921682) pcollg_rest_I + (0.006239) pcollg5hlys_I + (0.072079) pcollg4hpro_I --> pcollg_mod_I	(0.921682) CC0144_I + (0.006239) C01211_I + (0.072079) C04398_I --> CC0145_I	NA	Collagen biosynthesis	0.0
RCC0172_I	r	RCC0172_I	RCC0172	5.3.4.1	[r]: pcollg_mod_I --> pcollg_diS_I	CC0145_I --> CC0146_I	pdi-1_I | pdi-2_I | pdi-3_I | pdi-6_I | C14B9.2_I | M04D5.1_I | Y49E10.4_I | ZK973.11_I	Collagen biosynthesis	0.0
RCC0173_I	r	RCC0173_I	RCC0173	ND	[r]: (3) pcollg_diS_I --> pcollg_tri_I	(3) CC0146_I --> CC0147_I	TBD	Collagen biosynthesis	0.0
RCC0174_I	r	RCC0174_I	RCC0174	TBD	[c]: pcollg_tri_I --> (0.99814) tropcollg_rest_I + (0.00186) tropcollgtyr_I	CC0147_I --> (0.99814) CC0148_I + (0.00186) CC0149_I	dpy-31_I & bli-4_I	Collagen biosynthesis	0.0
RCC0175_I	r	RCC0175_I	RCC0175	1.6.3.1;1.11.1.7	[c]: (2) tropcollgtyr_I + nadph_I + h_I + o2_I --> (2) tropcollgtyrX_I + nadp_I + (2) h2o_I	(2) CC0149_I + C00005_I + C00080_I + C00007_I --> (2) CC0150_I + C00006_I + (2) C00001_I	bli-3_I	Collagen biosynthesis	0.0
RCC0176_I	r	RCC0176_I	RCC0176	NA	[c]: (0.99814) tropcollg_rest_I + (0.00186) tropcollgtyrX_I --> collg_I	(0.99814) CC0148_I + (0.00186) CC0150_I --> CC0151_I	NA	Collagen biosynthesis	0.0
RCC0177_I	r	RCC0177_I	R03875;R04866;R04867	2.1.1.43	peplys_I + (3) amet_I --> peptmelys_I + (3) ahcys_I + (3) h_I	C02188_I + (3) C00019_I --> C05546_I + (3) C00021_I + (3) C00080_I	[set-16_I | lin-59_I | (met-1_I | set-12_I) | set-2_I | met-2_I | set-11_I | mes-2_I | set-23_I | (dot-1.1_I | dot-1.2_I | dot-1.3_I | dot-1.4_I | dot-1.5_I) | set-4_I | set-1_I] | [set-13_I | set-15_I | set-21_I | set-32_I | set-33_I | set-6_I]	Carnitine biosynthesis	-0.0
RCC0178_I	r	RCC0178_I	RCC0178	NA	pepX_I + asp-L_I --> pepasp_I + h2o_I	CC0152_I + C00049_I --> C02871_I + C00001_I	NA	Protein modification by hydroxylation	0.0
RCC0179_I	r	RCC0179_I	RCC0179	NA	pepX_I + asn-L_I --> pepasn_I + h2o_I	CC0152_I + C00152_I --> CC0154_I + C00001_I	NA	Protein modification by hydroxylation	0.0
RCC0180_I	r	RCC0180_I	RCC0180	1.14.11.16	o2_I + akg_I + pepasn_I --> co2_I + succ_I + pepasn3oh_I	C00007_I + C00026_I + CC0154_I --> C00011_I + C00042_I + CC0155_I	K09A9.6_I	Protein modification by hydroxylation	-0.0
RCC0181_I	r	RCC0181_I	RCC0181	6.1.1.11	atp_I + selcys_I + trnasec_I --> amp_I + ppi_I + sectrna_I	C00002_I + C05688_I + C16636_I --> C00020_I + C00013_I + C06482_I	sars-1_I	Aminoacyl-tRNA biosynthesis	-0.0
RCC0185_I	r	RCC0185_I	R09249	2.5.1.91	[c] : frdp_I + (6) ipdp_I --> nonadp_I + (6) ppi_I	C00448_I + (6) C00129_I --> C04145_I + (6) C00013_I	coq-1_I	Terpenoid backbone biosynthesis	-0.0
RCC0200_I	r	RCC0200_I	R00956;R02426;R03392;R08708;R08709	2.7.7.33;4.2.1.45;1.17.1.1;5.1.3.-;1.1.1.-	[c] : g1p_I + nadh_I + nadph_I + ctp_I + (2) h_I --> cdpascl_I + h2o_I + (2) pi_I + nad_I + nadp_I	C00103_I + C00004_I + C00005_I + C00063_I + (2) C00080_I --> C17327_I + C00001_I + (2) C00009_I + C00003_I + C00006_I	NA	Ascaroside biosynthesis	-0.0
RCC0201_I	r	RCC0201_I	RCC0201	1.3.3.6;4.2.1.17;1.1.1.211;1.1.1.35	[c] : fa19p0iso_I + o2_I + h2o_I --> 3hfa19p0iso_I + h2o2_I	CC0167_I + C00007_I + C00001_I --> CC0170_I + C00027_I	acox-1.1_I & maoc-1_I	Ascaroside biosynthesis	0.0
RCC0202_I	r	RCC0202_I	RCC0202	NA	[c] : 3hfa19p0iso_I + cdpascl_I --> 3ascfa19p0iso_I + cdp_I + h_I	CC0170_I + C17327_I --> CC0168_I + C00112_I + C00080_I	NA	Ascaroside biosynthesis	0.0
RCC0203_I	r	RCC0203_I	RCC0203	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	[c] : fa17p0iso_I + malcoa_I + (2) nadph_I + (3) h_I --> co2_I + coa_I + fa19p0iso_I + (2) nadp_I + h2o_I	CC0071_I + C00083_I + (2) C00005_I + (3) C00080_I --> C00011_I + C00010_I + CC0167_I + (2) C00006_I + C00001_I	(elo-5_I | elo-6_I) & let-767_I & hpo-8_I & art-1_I	Ascaroside biosynthesis	-0.0
RCC0204_I	r	RCC0204_I	RCC0204	NA	[c] : 3ascfa19p0iso_I + h_I --> 2asc16mhpdcn_I + co2_I	CC0168_I + C00080_I --> CC0173_I + C00011_I	NA	Ascaroside biosynthesis	0.0
RCC0205_I	r	RCC0205_I	RCC0205	NA	[c] : 2asc16mhpdcn_I + (2) o2_I + (1) nadph_I --> 2m16aschpdca_I + (2) h2o_I + nadp_I	CC0173_I + (2) C00007_I + (1) C00005_I --> CC0169_I + (2) C00001_I + C00006_I	NA	Ascaroside biosynthesis	0.0
RCC0206_I	r	RCC0206_I	RCC0206	NA	[c] : ascr3_I + nad_I + h2o_I + coa_I --> ascr1_I + nadh_I + accoa_I + h_I	CC0160_I + C00003_I + C00001_I + C00010_I --> CC0163_I + C00004_I + C00024_I + C00080_I	maoc-1_I & dhs-28_I & daf-22_I	Ascaroside biosynthesis	0.0
RCC0207_I	r	RCC0207_I	RCC0207	NA	[c] : ascr10_I + o2_I --> ascr3_I + h2o2_I	CC0162_I + C00007_I --> CC0160_I + C00027_I	acox-1.1_I	Ascaroside biosynthesis	-0.0
RCC0208_I	r	RCC0208_I	RCC0208	NA	[c] : 2m16aschpdca_I + (4) o2_I + (4) h2o_I + (4) nad_I + (4) coa_I --> ascr10_I + (4) h2o2_I + (4) nadh_I + (3) accoa_I + (1) ppcoa_I + (4) h_I	CC0169_I + (4) C00007_I + (4) C00001_I + (4) C00003_I + (4) C00010_I --> CC0162_I + (4) C00027_I + (4) C00004_I + (3) C00024_I + (1) C00100_I + (4) C00080_I	acox-1.1_I & maoc-1_I & dhs-28_I & daf-22_I	Ascaroside biosynthesis	0.0
RCC0209_I	r	RCC0209_I	RCC0209	NA	[c] : ascr1_I + nad_I + h2o_I + o2_I --> ascr2_I + co2_I + nadh_I + h2o2_I	CC0163_I + C00003_I + C00001_I + C00007_I --> CC0159_I + C00011_I + C00004_I + C00027_I	acox-1.1_I & maoc-1_I & dhs-28_I	Ascaroside biosynthesis	0.0
RCC0210_I	r	RCC0210_I	RCC0210	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	[c] : lgnccoa_I + (2) malcoa_I + (4) nadph_I + (6) h_I --> fa28p0coa_I + (2) co2_I + (2) coa_I + (2) h2o_I + (4) nadp_I	CC0116_I + (2) C00083_I + (4) C00005_I + (6) C00080_I --> CC0165_I + (2) C00011_I + (2) C00010_I + (2) C00001_I + (4) C00006_I	elo-1_I & let-767_I & hpo-8_I & art-1_I	Ascaroside biosynthesis	-0.0
RCC0211_I	r	RCC0211_I	RCC0211	1.14.11.18;4.1.2.-;1.2.1.3;6.2.1.3	[c] : fa28p0coa_I + akg_I + o2_I + nad_I + h2o_I + coa_I + atp_I --> fa27p0coa_I + succ_I + co2_I + forcoa_I + nadh_I + (2) h_I + amp_I + ppi_I	CC0165_I + C00026_I + C00007_I + C00003_I + C00001_I + C00010_I + C00002_I --> CC0172_I + C00042_I + C00011_I + C00798_I + C00004_I + (2) C00080_I + C00020_I + C00013_I	ZK550.6_I & B0334.3_I & (alh-2_I | alh-4_I | alh-11_I | alh-12_I ) & ( acs-17_I | acs-2_I | acs-4_I | acs-15_I | acs-18_I | acs-3_I | acs-13_I | acs-5_I )	Ascaroside biosynthesis	0.0
RCC0212_I	r	RCC0212_I	RCC0212	NA	[c] : fa27p0coa_I + o2_I + cdpascl_I + nadph_I --> 27ascfa27p0_I + h_I + nadp_I + coa_I + cdp_I	CC0172_I + C00007_I + C17327_I + C00005_I --> CC0175_I + C00080_I + C00006_I + C00010_I + C00112_I	NA	Ascaroside biosynthesis	0.0
RCC0213_I	r	RCC0213_I	RCC0213	NA	[c] : 27ascfa27p0_I + (12) o2_I + (12) h2o_I + (12) nad_I + (12) coa_I --> ascr5_I + (12) h2o2_I + (12) nadh_I + (12) accoa_I + (12) h_I	CC0175_I + (12) C00007_I + (12) C00001_I + (12) C00003_I + (12) C00010_I --> CC0161_I + (12) C00027_I + (12) C00004_I + (12) C00024_I + (12) C00080_I	acox-1.1_I & maoc-1_I & dhs-28_I & daf-22_I	Ascaroside biosynthesis	0.0
RCC0214_I	r	RCC0214_I	RCC0214	1.3.3.6;4.2.1.17;1.1.1.211;1.1.1.35	[c] : fa28p0coa_I + o2_I + (2) h2o_I --> 3hfa28p0_I + h2o2_I + coa_I + h_I	CC0165_I + C00007_I + (2) C00001_I --> CC0176_I + C00027_I + C00010_I + C00080_I	acox-1.1_I & maoc-1_I	Ascaroside biosynthesis	0.0
RCC0215_I	r	RCC0215_I	RCC0215	NA	[c] : 3hfa28p0_I + cdpascl_I --> 3ascfa28p0_I + cdp_I + h_I	CC0176_I + C17327_I --> CC0177_I + C00112_I + C00080_I	NA	Ascaroside biosynthesis	0.0
RCC0216_I	r	RCC0216_I	RCC0216	NA	[c] : 3ascfa28p0_I + h_I --> 3aschpcosn_I + co2_I	CC0177_I + C00080_I --> CC0178_I + C00011_I	NA	Ascaroside biosynthesis	0.0
