	TAG	ID	KEGGID	EC	BIGG	KEGG	GENES	PATHWAY	FLUX
RCC0143_X	r	RCC0143_X	R09726;R09735	2.7.7.75;2.10.1.1	atp_X + molybd_X + mobd_X + (2) h_X --> moco_X + amp_X + h2o_X + ppi_X	C00002_X + C05924_X + C06232_X + (2) C00080_X --> C18237_X + C00020_X + C00001_X + C00013_X	lin-46_X | moc-1_X | moc-2_X	Molybdenum cofactor biosynthesis	0.00614566271589
RCC0144_I	r	RCC0144_I	RCC0144	Unknown	[c] : retinol_I <==> retinol-9-cis_I	C00473_I <==> C16682_I	Unknown	Retinol metabolism	0.0
RCC0144_X	r	RCC0144_X	RCC0144	Unknown	[c] : retinol_X <==> retinol-9-cis_X	C00473_X <==> C16682_X	Unknown	Retinol metabolism	0.0
RCC0145_I	r	RCC0145_I	R05188	2.3.1.85	[c] : accoa_I + (17) h_I + (6) malcoa_I + (12) nadph_I --> (6) co2_I + (7) coa_I + (5) h2o_I + (12) nadp_I + ttdca_I	C00024_I + (17) C00080_I + (6) C00083_I + (12) C00005_I --> (6) C00011_I + (7) C00010_I + (5) C00001_I + (12) C00006_I + C06424_I	fasn-1_I	Fatty acid biosynthesis	-0.0
RCC0145_X	r	RCC0145_X	R05188	2.3.1.85	[c] : accoa_X + (17) h_X + (6) malcoa_X + (12) nadph_X --> (6) co2_X + (7) coa_X + (5) h2o_X + (12) nadp_X + ttdca_X	C00024_X + (17) C00080_X + (6) C00083_X + (12) C00005_X --> (6) C00011_X + (7) C00010_X + (5) C00001_X + (12) C00006_X + C06424_X	fasn-1_X	Fatty acid biosynthesis	0.01
RCC0147_I	r	RCC0147_I	R00390	6.2.1.3	[c] : atp_I + coa_I + fa16p1n7_I --> amp_I + ppi_I + fa16p1n7coa_I	C00002_I + C00010_I + CC0077_I --> C00020_I + C00013_I + CC0067_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.00868396354217
RCC0147_X	r	RCC0147_X	R00390	6.2.1.3	[c] : atp_X + coa_X + fa16p1n7_X --> amp_X + ppi_X + fa16p1n7coa_X	C00002_X + C00010_X + CC0077_X --> C00020_X + C00013_X + CC0067_X	acs-2_X | acs-3_X | acs-4_X | acs-5_X | acs-13_X | acs-15_X | acs-17_X | acs-18_X	Fatty acid metabolism	0.0
RCC0148_I	r	RCC0148_I	R00390	6.2.1.3	[c] : atp_I + coa_I + fa17c9_I --> amp_I + ppi_I + fa17c9coa_I	C00002_I + C00010_I + CC0078_I --> C00020_I + C00013_I + CC0098_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.0641827490296
RCC0148_X	r	RCC0148_X	R00390	6.2.1.3	[c] : atp_X + coa_X + fa17c9_X --> amp_X + ppi_X + fa17c9coa_X	C00002_X + C00010_X + CC0078_X --> C00020_X + C00013_X + CC0098_X	acs-2_X | acs-3_X | acs-4_X | acs-5_X | acs-13_X | acs-15_X | acs-17_X | acs-18_X	Fatty acid metabolism	0.0
RCC0149_I	r	RCC0149_I	R00390	6.2.1.3	[c] : atp_I + coa_I + fa19c11_I --> amp_I + ppi_I + fa19c11coa_I	C00002_I + C00010_I + CC0079_I --> C00020_I + C00013_I + CC0099_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	0.013591366636
RCC0149_X	r	RCC0149_X	R00390	6.2.1.3	[c] : atp_X + coa_X + fa19c11_X --> amp_X + ppi_X + fa19c11coa_X	C00002_X + C00010_X + CC0079_X --> C00020_X + C00013_X + CC0099_X	acs-2_X | acs-3_X | acs-4_X | acs-5_X | acs-13_X | acs-15_X | acs-17_X | acs-18_X	Fatty acid metabolism	0.0
RCC0150_I	r	RCC0150_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal2_I --> amp_I + ppi_I + Rtotal2coa_I	C00002_I + C00010_I + CC0001_I --> C00020_I + C00013_I + CC0002_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0150_X	r	RCC0150_X	R00390	6.2.1.3	[c] : atp_X + coa_X + Rtotal2_X --> amp_X + ppi_X + Rtotal2coa_X	C00002_X + C00010_X + CC0001_X --> C00020_X + C00013_X + CC0002_X	acs-2_X | acs-3_X | acs-4_X | acs-5_X | acs-13_X | acs-15_X | acs-17_X | acs-18_X	Fatty acid metabolism	0.01
RCC0151_I	r	RCC0151_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal4_I --> amp_I + ppi_I + Rtotal4coa_I	C00002_I + C00010_I + CC0083_I --> C00020_I + C00013_I + CC0084_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0151_X	r	RCC0151_X	R00390	6.2.1.3	[c] : atp_X + coa_X + Rtotal4_X --> amp_X + ppi_X + Rtotal4coa_X	C00002_X + C00010_X + CC0083_X --> C00020_X + C00013_X + CC0084_X	acs-2_X | acs-3_X | acs-4_X | acs-5_X | acs-13_X | acs-15_X | acs-17_X | acs-18_X	Fatty acid metabolism	0.00999999999999
RCC0152_I	r	RCC0152_I	R00390	6.2.1.3	[c] : atp_I + coa_I + Rtotal5_I --> amp_I + ppi_I + Rtotal5coa_I	C00002_I + C00010_I + CC0085_I --> C00020_I + C00013_I + CC0086_I	acs-2_I | acs-3_I | acs-4_I | acs-5_I | acs-13_I | acs-15_I | acs-17_I | acs-18_I	Fatty acid metabolism	-0.0
RCC0152_X	r	RCC0152_X	R00390	6.2.1.3	[c] : atp_X + coa_X + Rtotal5_X --> amp_X + ppi_X + Rtotal5coa_X	C00002_X + C00010_X + CC0085_X --> C00020_X + C00013_X + CC0086_X	acs-2_X | acs-3_X | acs-4_X | acs-5_X | acs-13_X | acs-15_X | acs-17_X | acs-18_X	Fatty acid metabolism	0.03
RCC0153_I	r	RCC0153_I	RCC0153	2.3.1.7	[x] : crn_I + ppcoa_I --> coa_I + pcrn_I	C00318_I + C00100_I --> C00010_I + CC0140_I	B0395.3_I	Propanoate metabolism	0.0
RCC0153_X	r	RCC0153_X	RCC0153	2.3.1.7	[x] : crn_X + ppcoa_X --> coa_X + pcrn_X	C00318_X + C00100_X --> C00010_X + CC0140_X	B0395.3_X	Propanoate metabolism	0.0477077113816
RCC0156_I	r	RCC0156_I	RCC0156	1.14.17.-	tym_I + ascb-L_I + o2_I --> octpmn_I + dhdascb_I + h2o_I	C00483_I + C00072_I + C00007_I --> C04227_I + C05422_I + C00001_I	tbh-1_I	Miscellaneous	-0.0
RCC0156_X	r	RCC0156_X	RCC0156	1.14.17.-	tym_X + ascb-L_X + o2_X --> octpmn_X + dhdascb_X + h2o_X	C00483_X + C00072_X + C00007_X --> C04227_X + C05422_X + C00001_X	tbh-1_X	Miscellaneous	-0.0
RCC0157_I	r	RCC0157_I	R04285;R01813	1.1.1.153	[c] : 6pthp_I + (2) h_I + (2) nadph_I --> (2) nadp_I + thbpt_I	C03684_I + (2) C00080_I + (2) C00005_I --> (2) C00006_I + C00272_I	Unknown	Folate biosynthesis	-0.0
RCC0157_X	r	RCC0157_X	R04285;R01813	1.1.1.153	[c] : 6pthp_X + (2) h_X + (2) nadph_X --> (2) nadp_X + thbpt_X	C03684_X + (2) C00080_X + (2) C00005_X --> (2) C00006_X + C00272_X	Unknown	Folate biosynthesis	-0.0
RCC0159_I	r	RCC0159_I	RCC0159	NA	pepX_I + lys-L_I --> peplys_I + h2o_I	CC0152_I + C00047_I --> C02188_I + C00001_I	NA	Carnitine biosynthesis	-0.0
RCC0159_X	r	RCC0159_X	RCC0159	NA	pepX_X + lys-L_X --> peplys_X + h2o_X	CC0152_X + C00047_X --> C02188_X + C00001_X	NA	Carnitine biosynthesis	-0.0
RCC0162_I	r	RCC0162_I	RCC0162	Unknown	[c] : cys-L_I + mercplac_I + nad_I --> h_I + mercplaccys_I + nadh_I	C00097_I + C05823_I + C00003_I --> C00080_I + CC0141_I + C00004_I	Unknown	Cysteine and methionine metabolism	-0.0
RCC0162_X	r	RCC0162_X	RCC0162	Unknown	[c] : cys-L_X + mercplac_X + nad_X --> h_X + mercplaccys_X + nadh_X	C00097_X + C05823_X + C00003_X --> C00080_X + CC0141_X + C00004_X	Unknown	Cysteine and methionine metabolism	0.00999999999999
RCC0163_I	r	RCC0163_I	RCC0163	NA	ac_adprib_I + h2o_I <==> adprib_I + ac_I + h_I	C20658_I + C00001_I <==> C00301_I + C00033_I + C00080_I	Unknown	Protein modification	-0.397323722297
RCC0163_X	r	RCC0163_X	RCC0163	NA	ac_adprib_X + h2o_X <==> adprib_X + ac_X + h_X	C20658_X + C00001_X <==> C00301_X + C00033_X + C00080_X	Unknown	Protein modification	-0.109226561959
RCC0165_I	r	RCC0165_I	R00388	1.3.3.6	[x] : o2_I + pmtcoa_I --> h2o2_I + hdd2coa_I	C00007_I + C00154_I --> C00027_I + C05272_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0165_X	r	RCC0165_X	R00388	1.3.3.6	[x] : o2_X + pmtcoa_X --> h2o2_X + hdd2coa_X	C00007_X + C00154_X --> C00027_X + C05272_X	acox-1.5_X | acox-1.1_X | acox-1.2_X | acox-1.3_X | acox-1.4_X | acox-3_X | acox-1.6_X	Peroxisomal fatty acid beta oxidation	0.0
RCC0166_I	r	RCC0166_I	R00388	1.3.3.6	[x] : o2_I + tdcoa_I --> h2o2_I + td2coa_I	C00007_I + C02593_I --> C00027_I + C05273_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0166_X	r	RCC0166_X	R00388	1.3.3.6	[x] : o2_X + tdcoa_X --> h2o2_X + td2coa_X	C00007_X + C02593_X --> C00027_X + C05273_X	acox-1.5_X | acox-1.1_X | acox-1.2_X | acox-1.3_X | acox-1.4_X | acox-3_X | acox-1.6_X	Peroxisomal fatty acid beta oxidation	0.0
RCC0167_I	r	RCC0167_I	R00388	1.3.3.6	[x] : o2_I + ddcacoa_I --> h2o2_I + dd2coa_I	C00007_I + C01832_I --> C00027_I + C03221_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0167_X	r	RCC0167_X	R00388	1.3.3.6	[x] : o2_X + ddcacoa_X --> h2o2_X + dd2coa_X	C00007_X + C01832_X --> C00027_X + C03221_X	acox-1.5_X | acox-1.1_X | acox-1.2_X | acox-1.3_X | acox-1.4_X | acox-3_X | acox-1.6_X	Peroxisomal fatty acid beta oxidation	0.0
RCC0168_I	r	RCC0168_I	R00388	1.3.3.6	[x] : o2_I + dcacoa_I --> h2o2_I + dc2coa_I	C00007_I + C05274_I --> C00027_I + C05275_I	acox-1.5_I | acox-1.1_I | acox-1.2_I | acox-1.3_I | acox-1.4_I | acox-3_I | acox-1.6_I	Peroxisomal fatty acid beta oxidation	0.0
RCC0168_X	r	RCC0168_X	R00388	1.3.3.6	[x] : o2_X + dcacoa_X --> h2o2_X + dc2coa_X	C00007_X + C05274_X --> C00027_X + C05275_X	acox-1.5_X | acox-1.1_X | acox-1.2_X | acox-1.3_X | acox-1.4_X | acox-3_X | acox-1.6_X	Peroxisomal fatty acid beta oxidation	0.0
RCC0170_I	r	RCC0170_I	RCC0170	NA	[r]: (2.0) gtp_I + (0.324) atp_I + (2.324) h2o_I + (0.072072) alatrna_I + (0.048116) argtrna_I + (0.033015) asntrna_I + (0.049284) asptrna_I + (0.027047) cystrna_I + (0.049537) glutrna_I + (0.046288) glntrna_I + (0.195952) glytrna_I + (0.014203) histrna_I + (0.027694) iletrna_I + (0.033232) leutrna_I + (0.036365) lystrna_I + (0.017249) mettrna_I + (0.017276) phetrna_I + (0.167533) protrna_I + (0.051072) sertrna_I + (0.042924) thrtrna_I + (0.004785) trptrna_I + (0.022921) tyrtrna_I + (0.043435) valtrna_I --> (0.921682) pcollg_rest_I + (0.006239) pcollglys_I + (0.072079) pcollgpro_I + (2.0) gdp_I + (0.324) adp_I + (3.324) h_I + (2.324) pi_I + (0.072072) trnaala_I + (0.048116) trnaarg_I + (0.033015) trnaasn_I + (0.049284) trnaasp_I + (0.027047) trnacys_I + (0.049537) trnaglu_I + (0.046288) trnagln_I + (0.195952) trnagly_I + (0.014203) trnahis_I + (0.027694) trnaile_I + (0.033232) trnaleu_I + (0.036365) trnalys_I + (0.017249) trnamet_I + (0.017276) trnaphe_I + (0.167533) trnapro_I + (0.051072) trnaser_I + (0.042924) trnathr_I + (0.004785) trnatrp_I + (0.022921) trnatyr_I + (0.043435) trnaval_I	(2.0) C00044_I + (0.324) C00002_I + (2.324) C00001_I + (0.072072) C00886_I + (0.048116) C02163_I + (0.033015) C03402_I + (0.049284) C02984_I + (0.027047) C03125_I + (0.049537) C02987_I + (0.046288) C02282_I + (0.195952) C02412_I + (0.014203) C02988_I + (0.027694) C03127_I + (0.033232) C02047_I + (0.036365) C01931_I + (0.017249) C02430_I + (0.017276) C03511_I + (0.167533) C02702_I + (0.051072) C02553_I + (0.042924) C02992_I + (0.004785) C03512_I + (0.022921) C02839_I + (0.043435) C02554_I --> (0.921682) CC0144_I + (0.006239) CC0143_I + (0.072079) C01078_I + (2.0) C00035_I + (0.324) C00008_I + (3.324) C00080_I + (2.324) C00009_I + (0.072072) C01635_I + (0.048116) C01636_I + (0.033015) C01637_I + (0.049284) C01638_I + (0.027047) C01639_I + (0.049537) C01641_I + (0.046288) C01640_I + (0.195952) C01642_I + (0.014203) C01643_I + (0.027694) C01644_I + (0.033232) C01645_I + (0.036365) C01646_I + (0.017249) C01647_I + (0.017276) C01648_I + (0.167533) C01649_I + (0.051072) C01650_I + (0.042924) C01651_I + (0.004785) C01652_I + (0.022921) C00787_I + (0.043435) C01653_I	NA	Collagen biosynthesis	0.0
RCC0170_X	r	RCC0170_X	RCC0170	NA	[r]: (2.0) gtp_X + (0.324) atp_X + (2.324) h2o_X + (0.072072) alatrna_X + (0.048116) argtrna_X + (0.033015) asntrna_X + (0.049284) asptrna_X + (0.027047) cystrna_X + (0.049537) glutrna_X + (0.046288) glntrna_X + (0.195952) glytrna_X + (0.014203) histrna_X + (0.027694) iletrna_X + (0.033232) leutrna_X + (0.036365) lystrna_X + (0.017249) mettrna_X + (0.017276) phetrna_X + (0.167533) protrna_X + (0.051072) sertrna_X + (0.042924) thrtrna_X + (0.004785) trptrna_X + (0.022921) tyrtrna_X + (0.043435) valtrna_X --> (0.921682) pcollg_rest_X + (0.006239) pcollglys_X + (0.072079) pcollgpro_X + (2.0) gdp_X + (0.324) adp_X + (3.324) h_X + (2.324) pi_X + (0.072072) trnaala_X + (0.048116) trnaarg_X + (0.033015) trnaasn_X + (0.049284) trnaasp_X + (0.027047) trnacys_X + (0.049537) trnaglu_X + (0.046288) trnagln_X + (0.195952) trnagly_X + (0.014203) trnahis_X + (0.027694) trnaile_X + (0.033232) trnaleu_X + (0.036365) trnalys_X + (0.017249) trnamet_X + (0.017276) trnaphe_X + (0.167533) trnapro_X + (0.051072) trnaser_X + (0.042924) trnathr_X + (0.004785) trnatrp_X + (0.022921) trnatyr_X + (0.043435) trnaval_X	(2.0) C00044_X + (0.324) C00002_X + (2.324) C00001_X + (0.072072) C00886_X + (0.048116) C02163_X + (0.033015) C03402_X + (0.049284) C02984_X + (0.027047) C03125_X + (0.049537) C02987_X + (0.046288) C02282_X + (0.195952) C02412_X + (0.014203) C02988_X + (0.027694) C03127_X + (0.033232) C02047_X + (0.036365) C01931_X + (0.017249) C02430_X + (0.017276) C03511_X + (0.167533) C02702_X + (0.051072) C02553_X + (0.042924) C02992_X + (0.004785) C03512_X + (0.022921) C02839_X + (0.043435) C02554_X --> (0.921682) CC0144_X + (0.006239) CC0143_X + (0.072079) C01078_X + (2.0) C00035_X + (0.324) C00008_X + (3.324) C00080_X + (2.324) C00009_X + (0.072072) C01635_X + (0.048116) C01636_X + (0.033015) C01637_X + (0.049284) C01638_X + (0.027047) C01639_X + (0.049537) C01641_X + (0.046288) C01640_X + (0.195952) C01642_X + (0.014203) C01643_X + (0.027694) C01644_X + (0.033232) C01645_X + (0.036365) C01646_X + (0.017249) C01647_X + (0.017276) C01648_X + (0.167533) C01649_X + (0.051072) C01650_X + (0.042924) C01651_X + (0.004785) C01652_X + (0.022921) C00787_X + (0.043435) C01653_X	NA	Collagen biosynthesis	0.25630687766
RCC0171_I	r	RCC0171_I	RCC0171	NA	[r]: (0.921682) pcollg_rest_I + (0.006239) pcollg5hlys_I + (0.072079) pcollg4hpro_I --> pcollg_mod_I	(0.921682) CC0144_I + (0.006239) C01211_I + (0.072079) C04398_I --> CC0145_I	NA	Collagen biosynthesis	0.0
RCC0171_X	r	RCC0171_X	RCC0171	NA	[r]: (0.921682) pcollg_rest_X + (0.006239) pcollg5hlys_X + (0.072079) pcollg4hpro_X --> pcollg_mod_X	(0.921682) CC0144_X + (0.006239) C01211_X + (0.072079) C04398_X --> CC0145_X	NA	Collagen biosynthesis	0.25630687766
RCC0172_I	r	RCC0172_I	RCC0172	5.3.4.1	[r]: pcollg_mod_I --> pcollg_diS_I	CC0145_I --> CC0146_I	pdi-1_I | pdi-2_I | pdi-3_I | pdi-6_I | C14B9.2_I | M04D5.1_I | Y49E10.4_I | ZK973.11_I	Collagen biosynthesis	0.0
RCC0172_X	r	RCC0172_X	RCC0172	5.3.4.1	[r]: pcollg_mod_X --> pcollg_diS_X	CC0145_X --> CC0146_X	pdi-1_X | pdi-2_X | pdi-3_X | pdi-6_X | C14B9.2_X | M04D5.1_X | Y49E10.4_X | ZK973.11_X	Collagen biosynthesis	0.25630687766
RCC0173_I	r	RCC0173_I	RCC0173	ND	[r]: (3) pcollg_diS_I --> pcollg_tri_I	(3) CC0146_I --> CC0147_I	TBD	Collagen biosynthesis	0.0
RCC0173_X	r	RCC0173_X	RCC0173	ND	[r]: (3) pcollg_diS_X --> pcollg_tri_X	(3) CC0146_X --> CC0147_X	TBD	Collagen biosynthesis	0.0854356258866
RCC0174_I	r	RCC0174_I	RCC0174	TBD	[c]: pcollg_tri_I --> (0.99814) tropcollg_rest_I + (0.00186) tropcollgtyr_I	CC0147_I --> (0.99814) CC0148_I + (0.00186) CC0149_I	dpy-31_I & bli-4_I	Collagen biosynthesis	0.0
RCC0174_X	r	RCC0174_X	RCC0174	TBD	[c]: pcollg_tri_X --> (0.99814) tropcollg_rest_X + (0.00186) tropcollgtyr_X	CC0147_X --> (0.99814) CC0148_X + (0.00186) CC0149_X	dpy-31_X & bli-4_X	Collagen biosynthesis	0.0854356258866
RCC0175_I	r	RCC0175_I	RCC0175	1.6.3.1;1.11.1.7	[c]: (2) tropcollgtyr_I + nadph_I + h_I + o2_I --> (2) tropcollgtyrX_I + nadp_I + (2) h2o_I	(2) CC0149_I + C00005_I + C00080_I + C00007_I --> (2) CC0150_I + C00006_I + (2) C00001_I	bli-3_I	Collagen biosynthesis	0.0
RCC0175_X	r	RCC0175_X	RCC0175	1.6.3.1;1.11.1.7	[c]: (2) tropcollgtyr_X + nadph_X + h_X + o2_X --> (2) tropcollgtyrX_X + nadp_X + (2) h2o_X	(2) CC0149_X + C00005_X + C00080_X + C00007_X --> (2) CC0150_X + C00006_X + (2) C00001_X	bli-3_X	Collagen biosynthesis	7.94551320745e-05
RCC0176_I	r	RCC0176_I	RCC0176	NA	[c]: (0.99814) tropcollg_rest_I + (0.00186) tropcollgtyrX_I --> collg_I	(0.99814) CC0148_I + (0.00186) CC0150_I --> CC0151_I	NA	Collagen biosynthesis	0.0
RCC0176_X	r	RCC0176_X	RCC0176	NA	[c]: (0.99814) tropcollg_rest_X + (0.00186) tropcollgtyrX_X --> collg_X	(0.99814) CC0148_X + (0.00186) CC0150_X --> CC0151_X	NA	Collagen biosynthesis	0.0854356258866
RCC0177_I	r	RCC0177_I	R03875;R04866;R04867	2.1.1.43	peplys_I + (3) amet_I --> peptmelys_I + (3) ahcys_I + (3) h_I	C02188_I + (3) C00019_I --> C05546_I + (3) C00021_I + (3) C00080_I	[set-16_I | lin-59_I | (met-1_I | set-12_I) | set-2_I | met-2_I | set-11_I | mes-2_I | set-23_I | (dot-1.1_I | dot-1.2_I | dot-1.3_I | dot-1.4_I | dot-1.5_I) | set-4_I | set-1_I] | [set-13_I | set-15_I | set-21_I | set-32_I | set-33_I | set-6_I]	Carnitine biosynthesis	-0.0
RCC0177_X	r	RCC0177_X	R03875;R04866;R04867	2.1.1.43	peplys_X + (3) amet_X --> peptmelys_X + (3) ahcys_X + (3) h_X	C02188_X + (3) C00019_X --> C05546_X + (3) C00021_X + (3) C00080_X	[set-16_X | lin-59_X | (met-1_X | set-12_X) | set-2_X | met-2_X | set-11_X | mes-2_X | set-23_X | (dot-1.1_X | dot-1.2_X | dot-1.3_X | dot-1.4_X | dot-1.5_X) | set-4_X | set-1_X] | [set-13_X | set-15_X | set-21_X | set-32_X | set-33_X | set-6_X]	Carnitine biosynthesis	-0.0
RCC0178_I	r	RCC0178_I	RCC0178	NA	pepX_I + asp-L_I --> pepasp_I + h2o_I	CC0152_I + C00049_I --> C02871_I + C00001_I	NA	Protein modification by hydroxylation	0.0
RCC0178_X	r	RCC0178_X	RCC0178	NA	pepX_X + asp-L_X --> pepasp_X + h2o_X	CC0152_X + C00049_X --> C02871_X + C00001_X	NA	Protein modification by hydroxylation	0.0537998310662
RCC0179_I	r	RCC0179_I	RCC0179	NA	pepX_I + asn-L_I --> pepasn_I + h2o_I	CC0152_I + C00152_I --> CC0154_I + C00001_I	NA	Protein modification by hydroxylation	0.0
RCC0179_X	r	RCC0179_X	RCC0179	NA	pepX_X + asn-L_X --> pepasn_X + h2o_X	CC0152_X + C00152_X --> CC0154_X + C00001_X	NA	Protein modification by hydroxylation	-0.0
RCC0180_I	r	RCC0180_I	RCC0180	1.14.11.16	o2_I + akg_I + pepasn_I --> co2_I + succ_I + pepasn3oh_I	C00007_I + C00026_I + CC0154_I --> C00011_I + C00042_I + CC0155_I	K09A9.6_I	Protein modification by hydroxylation	-0.0
RCC0180_X	r	RCC0180_X	RCC0180	1.14.11.16	o2_X + akg_X + pepasn_X --> co2_X + succ_X + pepasn3oh_X	C00007_X + C00026_X + CC0154_X --> C00011_X + C00042_X + CC0155_X	K09A9.6_X	Protein modification by hydroxylation	0.0537998310662
RCC0181_I	r	RCC0181_I	RCC0181	6.1.1.11	atp_I + selcys_I + trnasec_I --> amp_I + ppi_I + sectrna_I	C00002_I + C05688_I + C16636_I --> C00020_I + C00013_I + C06482_I	sars-1_I	Aminoacyl-tRNA biosynthesis	-0.0
RCC0181_X	r	RCC0181_X	RCC0181	6.1.1.11	atp_X + selcys_X + trnasec_X --> amp_X + ppi_X + sectrna_X	C00002_X + C05688_X + C16636_X --> C00020_X + C00013_X + C06482_X	sars-1_X	Aminoacyl-tRNA biosynthesis	-0.0
RCC0185_I	r	RCC0185_I	R09249	2.5.1.91	[c] : frdp_I + (6) ipdp_I --> nonadp_I + (6) ppi_I	C00448_I + (6) C00129_I --> C04145_I + (6) C00013_I	coq-1_I	Terpenoid backbone biosynthesis	-0.0
RCC0185_X	r	RCC0185_X	R09249	2.5.1.91	[c] : frdp_X + (6) ipdp_X --> nonadp_X + (6) ppi_X	C00448_X + (6) C00129_X --> C04145_X + (6) C00013_X	coq-1_X	Terpenoid backbone biosynthesis	0.01
RCC0200_I	r	RCC0200_I	R00956;R02426;R03392;R08708;R08709	2.7.7.33;4.2.1.45;1.17.1.1;5.1.3.-;1.1.1.-	[c] : g1p_I + nadh_I + nadph_I + ctp_I + (2) h_I --> cdpascl_I + h2o_I + (2) pi_I + nad_I + nadp_I	C00103_I + C00004_I + C00005_I + C00063_I + (2) C00080_I --> C17327_I + C00001_I + (2) C00009_I + C00003_I + C00006_I	NA	Ascaroside biosynthesis	-0.0
RCC0200_X	r	RCC0200_X	R00956;R02426;R03392;R08708;R08709	2.7.7.33;4.2.1.45;1.17.1.1;5.1.3.-;1.1.1.-	[c] : g1p_X + nadh_X + nadph_X + ctp_X + (2) h_X --> cdpascl_X + h2o_X + (2) pi_X + nad_X + nadp_X	C00103_X + C00004_X + C00005_X + C00063_X + (2) C00080_X --> C17327_X + C00001_X + (2) C00009_X + C00003_X + C00006_X	NA	Ascaroside biosynthesis	0.06
RCC0201_I	r	RCC0201_I	RCC0201	1.3.3.6;4.2.1.17;1.1.1.211;1.1.1.35	[c] : fa19p0iso_I + o2_I + h2o_I --> 3hfa19p0iso_I + h2o2_I	CC0167_I + C00007_I + C00001_I --> CC0170_I + C00027_I	acox-1.1_I & maoc-1_I	Ascaroside biosynthesis	0.0
RCC0201_X	r	RCC0201_X	RCC0201	1.3.3.6;4.2.1.17;1.1.1.211;1.1.1.35	[c] : fa19p0iso_X + o2_X + h2o_X --> 3hfa19p0iso_X + h2o2_X	CC0167_X + C00007_X + C00001_X --> CC0170_X + C00027_X	acox-1.1_X & maoc-1_X	Ascaroside biosynthesis	0.0464581803505
RCC0202_I	r	RCC0202_I	RCC0202	NA	[c] : 3hfa19p0iso_I + cdpascl_I --> 3ascfa19p0iso_I + cdp_I + h_I	CC0170_I + C17327_I --> CC0168_I + C00112_I + C00080_I	NA	Ascaroside biosynthesis	0.0
RCC0202_X	r	RCC0202_X	RCC0202	NA	[c] : 3hfa19p0iso_X + cdpascl_X --> 3ascfa19p0iso_X + cdp_X + h_X	CC0170_X + C17327_X --> CC0168_X + C00112_X + C00080_X	NA	Ascaroside biosynthesis	0.0464581803505
RCC0203_I	r	RCC0203_I	RCC0203	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	[c] : fa17p0iso_I + malcoa_I + (2) nadph_I + (3) h_I --> co2_I + coa_I + fa19p0iso_I + (2) nadp_I + h2o_I	CC0071_I + C00083_I + (2) C00005_I + (3) C00080_I --> C00011_I + C00010_I + CC0167_I + (2) C00006_I + C00001_I	(elo-5_I | elo-6_I) & let-767_I & hpo-8_I & art-1_I	Ascaroside biosynthesis	-0.0
RCC0203_X	r	RCC0203_X	RCC0203	2.3.1.199;1.1.1.330;4.2.1.134;1.3.1.93	[c] : fa17p0iso_X + malcoa_X + (2) nadph_X + (3) h_X --> co2_X + coa_X + fa19p0iso_X + (2) nadp_X + h2o_X	CC0071_X + C00083_X + (2) C00005_X + (3) C00080_X --> C00011_X + C00010_X + CC0167_X + (2) C00006_X + C00001_X	(elo-5_X | elo-6_X) & let-767_X & hpo-8_X & art-1_X	Ascaroside biosynthesis	0.0464581803505
RCC0204_I	r	RCC0204_I	RCC0204	NA	[c] : 3ascfa19p0iso_I + h_I --> 2asc16mhpdcn_I + co2_I	CC0168_I + C00080_I --> CC0173_I + C00011_I	NA	Ascaroside biosynthesis	0.0
RCC0204_X	r	RCC0204_X	RCC0204	NA	[c] : 3ascfa19p0iso_X + h_X --> 2asc16mhpdcn_X + co2_X	CC0168_X + C00080_X --> CC0173_X + C00011_X	NA	Ascaroside biosynthesis	0.0464581803505
RCC0205_I	r	RCC0205_I	RCC0205	NA	[c] : 2asc16mhpdcn_I + (2) o2_I + (1) nadph_I --> 2m16aschpdca_I + (2) h2o_I + nadp_I	CC0173_I + (2) C00007_I + (1) C00005_I --> CC0169_I + (2) C00001_I + C00006_I	NA	Ascaroside biosynthesis	0.0
